"MaterialName";"Category";"AdditionalNotes";"Quantity";"NVL";"BEN";"PercentComplete";"Fixture";"AssetNumber";"BEN4LPR";"CurrentState";"IndividuallyAssigned";"LamPartNumber";"LaptopAssignedBEDShift";"LaptopAssignedBENShift";"LaptopAssignedFEDShift";"LaptopAssignedFENShift";"LaptopAssignedMF";"LaptopDepartment";"RecordIDNumber";"SerialNumber";"materialPK"
"A205853";"SWIC-Supported GIS Laptop";"T460

Loaner for the day ";0;"";"";"";0;"A205853";"";"Unavailable to Loan";1;"";"Ethan Shepard <61900924.5yf7>";"";"";"";"";"Final Test";606;"";735
"668-225309-050";"Other (Please describe)";"50 Pin Male";26;"";"";"";0;"";"";"Available to Loan";0;"668-225309-050";"";"";"";"";"";"";1912;"";736
"A205854";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A205854";"";"Unavailable to Loan";1;"";"";"Miguel Najera Salas <59337319.bi4d>";"";"";"";"Final Test";607;"";737
"668-232279-001";"Other (Please describe)";"7/16 DIN Male to HN Female";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2182;"";738
"920-301669-001";"Other (Please describe)";"FTG, Tube, Conn, 3/8 OD x 1"" MNPT""";0;"";"";"";0;"";"";"Unavailable to Loan";0;"920-301669-001";"";"";"";"";"";"";1785;"";739
"668-304444-001";"Other (Please describe)";"Adapter, Male to Female";42;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2125;"";740
"A205875";"SWIC-Supported GIS Laptop";"T460 - Pre-Ship";0;"";"";"";0;"A205875";"";"Cleanroom Item";0;"";"";"Jeffery Huuki <60546887.bpgw>";"";"";"";"Assembly";503;"";741
"920-311880-001";"Other (Please describe)";"1"" Male to 1/4"""" Male Union""";6;"";"";"";0;"";"";"Available to Loan";0;"920-311880-001";"";"";"";"";"";"";1828;"";742
"A205876";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A205876";"";"Retired/Out of Service";0;"";"";"";"Sean Wilcox <60343814.jnwe>";"";"";"Assembly";1224;"pc0kylax";743
"679-160820-002";"Other (Please describe)";"H2 Cartridge";3;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2198;"";744
"920-334855-001";"Other (Please describe)";"Male Elbow, 3/4"" Tube OD x 3/4"""" Male Iso""";0;"";"";"";0;"";"";"Unavailable to Loan";0;"920-334855-001";"";"";"";"";"";"";1761;"";745
"920-491905-007";"Other (Please describe)";"1/2"" Port Connector to 3/8"""" Port Connector""";8;"";"";"";0;"";"";"Available to Loan";0;"920-491905-007";"";"";"";"";"";"";1854;"";746
"A205879";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A205879";"";"Missing/Lost";0;"";"";"";"";"";"";"Assembly";1232;"";747
"679-A19549-001";"Other (Please describe)";"ESC Static Meter";2;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2196;"";748
"A205893";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A205893";"";"Unavailable to Loan";1;"";"";"";"Christopher Ani <59148347.by4i>";"";"";"Assembly";1067;"T460";749
"920-A59488-001";"Other (Please describe)";"1"" Port Connector to 1/4"""" Male""";4;"";"";"";0;"";"";"Available to Loan";0;"920-A59488-001";"";"";"";"";"";"";1838;"";750
"681-023463-001";"Other (Please describe)";"HN Male to HN Male";5;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2183;"";751
"920-A82425-001";"Other (Please describe)";"1"" Male to 1/2"""" Port Connector""";2;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1825;"";752
"A205895";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A205895";"";"Unavailable to Loan";1;"";"Jude Serranilla II <59146883.d8ny>";"";"";"";"";"Assembly";1066;"T460";753
"853-407432-00";"Other (Please describe)";"4 Pin Molex";18;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2123;"";754
"683-161428-001";"Other (Please describe)";"Manometer";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2175;"";755
"A205936";"SWIC-Supported GIS Laptop";"T460";0;"Zebulon Cole";"";"";0;"A205936";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";461;"";756
"853-A00595-001";"Other (Please describe)";"HD-26 (12/20, 14/22, 16/24, 18/26)";3;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2078;"";757
"921-001864-008";"Other (Please describe)";"1/2"" NPT Plug""";6;"";"";"";0;"";"";"Available to Loan";0;"921-001864-008";"";"";"";"";"";"";1774;"";758
"921-005477-036";"Other (Please describe)";"FTG, Conn, M, 3/4 NPTX 1 T, SST";14;"";"";"";0;"";"";"Available to Loan";0;"921-005477-036";"";"";"";"";"";"";1772;"";759
"A205959";"SWIC-Supported GIS Laptop";"T460

Stolen, ref CS log 198";0;"";"";"";0;"A205959";"";"Retired/Out of Service";1;"";"";"";"";"";"";"Assembly";446;"";760
"683-182343-001";"Other (Please describe)";"D-15 (11/12)";16;"";"";"";0;"";"";"Available to Loan";0;"683-182343-001";"";"";"";"";"";"";1974;"";761
"A205968";"SWIC-Supported GIS Laptop";"Needs reimage";0;"";"";"";0;"A205968";"";"In DOS for Repair";0;"";"";"";"";"";"";"";973;"";762
"921-009926-026";"Other (Please describe)";"1/2"" Male to 3/4"""" Male (NPT) 90 degree Elbow""";5;"";"";"";0;"";"";"Available to Loan";0;"921-009926-026";"";"";"";"";"";"";1789;"";763
"684-203756-010";"Other (Please describe)";"T/C Extension Cable";21;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2108;"";764
"853-A02981-001";"Other (Please describe)";"D-25 Pin (2/15, 5/18, 8/21, 11/24)";25;"";"";"";0;"";"";"Available to Loan";0;"853-A02981-001";"";"";"";"";"";"";1963;"";765
"921-071287-001";"Other (Please describe)";"3/4"" Male 90 degree Elbow""";6;"";"";"";0;"";"";"Available to Loan";0;"921-071287-001";"";"";"";"";"";"";1793;"";766
"684-203756-610";"Other (Please describe)";"T/C Extension Cable";36;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2110;"";767
"853-A05658-001";"Other (Please describe)";"D15 (1/6)";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";2018;"";768
"A205976";"SWIC-Supported GIS Laptop";"T450";0;"";"";"";0;"A205976";"";"Unavailable to Loan";1;"";"";"Joey Preechar <60528082.b3y9>";"";"";"";"Final Test";616;"";769
"684-203756-910";"Other (Please describe)";"M to F Extension (Micro) CA, TC, K, EXT, F-M, SPMW-SMP";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2109;"";770
"921-092128-007";"Other (Please describe)";"1/2"" Plug""";45;"";"";"";0;"";"";"Available to Loan";0;"921-092128-007";"";"";"";"";"";"";1797;"";771
"A206332";"SWIC-Supported GIS Laptop";"T460
";0;"";"";"";0;"A206332";"";"Retired/Out of Service";1;"";"";"";"";"";"Jurandir Reis <60232169.4kge>";"Assembly";1309;"";772
"853-A05661-01";"Other (Please describe)";"D37 (1/22, 7/28)";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";2094;"";773
"921-092961-001";"Other (Please describe)";"Conn, 3/4 Tube x 3/4 MNPT";21;"";"";"";0;"";"";"Available to Loan";0;"921-092961-001";"";"";"";"";"";"";1779;"";774
"A206469";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A206469";"";"Available to Loan";1;"";"";"";"";"";"";"Final Test";617;"";775
"684-235765-001";"Cables (Provide part number)";"RF Coax Cable, N Type, LMR195 48""""";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2161;"";776
"921-094857-004";"Other (Please describe)";"1/4"" Plug""";482;"";"";"";0;"";"";"Available to Loan";0;"921-094857-004";"";"";"";"";"";"";1795;"";777
"853-A07186-001";"Other (Please describe)";"D-15 (5/6, 13/14)";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2016;"";778
"71-259666-00";"Other (Please describe)";"Transfer Plate, Clearance";5;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2155;"";779
"921-09926-026";"Other (Please describe)";"1"" Male to 3/4"""" (NPT) 90 degree Elbow""";6;"";"";"";0;"";"";"Available to Loan";0;"921-09926-026";"";"";"";"";"";"";1776;"";780
"853-A21917-002";"Cables (Provide part number)";"UPS Power";2;"";"";"";0;"";"";"Available to Loan";0;"UPS Power";"";"";"";"";"";"";1688;"";781
"A206470";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A206470";"";"Available to Loan";0;"";"";"";"";"";"";"";1439;"PC0LF2F8";782
"713-209590-001";"Other (Please describe)";"Grapple, Cool PED, Lifting Adapter";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2219;"";783
"853-A26174-201";"Other (Please describe)";"D-9 (4/9)";10;"";"";"";0;"";"";"Available to Loan";0;"853-A26174-201";"";"";"";"";"";"";1975;"";784
"921-901020-0012";"Other (Please describe)";"1"" Tube OD x 1"""" Male ISO Parallel Thread""";5;"";"";"";0;"";"";"Available to Loan";0;"921-901020-0012";"";"";"";"";"";"";1769;"";785
"A206471";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A206471 ";"";"Unavailable to Loan";1;"";"";"";"Adam Dickinson <59828565.bc2a>";"";"";"Assembly";828;"T460";786
"A206472";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A206472";"";"Unavailable to Loan";1;"";"";"Benjamin Daluz <60340254.8pnp>";"";"";"";"Final Test";618;"";787
"713-A19280-002";"Other (Please describe)";"Fixture, Valve Assy, Striker Oxide, EP/EH";2;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2131;"";788
"921-A12882-012";"Other (Please describe)";"SS, Pipe FTG, HEX, RDCR, 1"" to 3/4"""" Male""";5;"";"";"";0;"";"";"Available to Loan";0;"921-A12882-012";"";"";"";"";"";"";1765;"";789
"853-A39617-001";"Other (Please describe)";"Lift Pin Motor Brake Release Kit";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2201;"";790
"A206827";"SWIC-Supported GIS Laptop";"P50";0;"";"";"";0;"A206827";"";"Unavailable to Loan";1;"";"";"";"Brett Allen <59160808.dfqq>";"";"";"Sabre";667;"";791
"931205-8";"Other (Please describe)";"FTG, Union Tee, 5/8T, SST";3;"";"";"";0;"";"";"Available to Loan";0;"931205-8";"";"";"";"";"";"";1873;"";792
"713-A53912-001";"Other (Please describe)";"Hoist Lock Scratch Guard";6;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2215;"";793
"931225-6";"Other (Please describe)";"FTG, Female Branch Tee, 3/8T x 1/2 NPT";8;"";"";"";0;"";"";"Available to Loan";0;"931225-6";"";"";"";"";"";"";1762;"";794
"853-A52239-001";"Other (Please describe)";"PED Filter Box Testing Cable (1/2)";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2138;"";795
"A206829";"SWIC-Supported GIS Laptop";"P50";1;"";"";"";0;"A206829";"";"Available to Loan";1;"";"";"";"";"";"";"Final Test";619;"";796
"950-291645-001";"Other (Please describe)";"Transfer Plate, Clearance";2;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2156;"";797
"853-A70068-000";"Cables (Provide part number)";"Power Cable A10";0;"";"";"";0;"";"";"Unavailable to Loan";0;"Power Cable A10";"";"";"";"";"";"";1683;"";798
"A206833";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A206833";"";"Missing/Lost";0;"";"";"";"";"";"";"Assembly";1195;"pc0lfzmg";799
"853-A70068-001";"Cables (Provide part number)";"Power Cable A10";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";2247;"";800
"A206834";"SWIC-Supported GIS Laptop";"T460

needs re-image";0;"";"";"";0;"A206834";"";"In GIS for Repair";0;"";"";"";"";"";"";"Assembly";829;"pc0lfzqb
";801
"715-215659-001";"Other (Please describe)";"Fixture, Alignment, Lift Pin Assy, Q Strata ";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2134;"";802
"715-248638-014";"Other (Please describe)";"Striker Carbide Wafer Lift Pin Kit Fixture";3;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2207;"";803
"96K9697";"Cables (Provide part number)";"4AWG Ferrule 96K9697";75;"";"";"";0;"";"";"Unavailable to Loan";0;"MFG# 96K9697";"";"";"";"";"";"";1716;"";804
"853-A70146-001";"Cables (Provide part number)";"Cable AHM-H specific";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";2246;"";805
"96K9701";"Cables (Provide part number)";"12AWG Ferrule 96K9701";169;"";"";"";0;"";"";"Unavailable to Loan";0;"MFG# 96K9701";"";"";"";"";"";"";1718;"";806
"A206836";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A206836";"";"Unavailable to Loan";1;"";"";"";"";"";"Michael Nguyen <60555982.dv5t>";"Assembly";466;"";807
"853-A70158-001";"Cables (Provide part number)";"STRATA Specific";2;"";"";"";0;"";"";"Available to Loan";0;"STRATA Specific";"";"";"";"";"";"";1692;"";808
"716-317331-001";"Other (Please describe)";"Wafer List Pin Kit Fixture";2;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2208;"";809
"96K9709";"Cables (Provide part number)";"20AWG Ferrule";81;"";"";"";0;"";"";"Unavailable to Loan";0;"MFG# 96K9709";"";"";"";"";"";"";1721;"";810
"A206838";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A206838";"";"Available to Loan";1;"";"";"";"";"";"";"Final Test";620;"";811
"853-A70162-001";"Cables (Provide part number)";"Power Cable Z";12;"";"";"";0;"";"";"Available to Loan";0;"Power Cable Z";"";"";"";"";"";"";1682;"";812
"A206839";"SWIC-Supported GIS Laptop";"T460 - Pre-Ship";0;"";"";"";0;"A206839";"";"Unavailable to Loan";1;"";"";"";"";"Nelson Senten <62227908.b4dz>";"";"Assembly";621;"";813
"722-062820-001";"Other (Please describe)";"1/4"" Ultra Torr Fitting""";93;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2128;"";814
"853-A70169-001";"Cables (Provide part number)";"Power Cable C";3;"";"";"";0;"";"";"Available to Loan";0;"Power Cable C";"";"";"";"";"";"";1673;"";815
"A206841";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A206841";"";"Available to Loan";1;"";"";"";"";"";"";"Assembly";1118;"";816
"97K7075";"Cables (Provide part number)";"18AWG Ferrule";79;"";"";"";0;"";"";"Unavailable to Loan";0;"MFG# 97K7075";"";"";"";"";"";"";1713;"";817
"766-07869-004";"Other (Please describe)";"Valve, Ball, 1/4"" Straight SST""";2;"";"";"";0;"";"";"Available to Loan";0;"766-07869-004";"";"";"";"";"";"";1884;"";818
"771-291632-001";"Other (Please describe)";"Feeler Gauge";3;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2209;"";819
"97K7078";"Cables (Provide part number)";"14AWG Ferrule";182;"";"";"";0;"";"";"Unavailable to Loan";0;"MFG# 97K7078";"";"";"";"";"";"";1715;"";820
"853-A70173-000";"Cables (Provide part number)";"Power Cable J";5;"";"";"";0;"";"";"Available to Loan";0;"Power Cable J";"";"";"";"";"";"";1680;"";821
"772-112974-001";"Other (Please describe)";"SMC/In-line Speed Control Valve, 1/4"" Valve Port Helium Fitting """;4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2195;"";822
"97K9702";"Cables (Provide part number)";"12AWG Ferrule 97K9702";265;"";"";"";0;"";"";"Unavailable to Loan";0;"MFG# 97K9702";"";"";"";"";"";"";1714;"";823
"853-A70256-001";"Cables (Provide part number)";"Power Cable Y";4;"";"";"";0;"";"";"Available to Loan";0;"Power Cable Y";"";"";"";"";"";"";1681;"";824
"853-A70282-001";"Cables (Provide part number)";"Power Cable D";4;"";"";"";0;"";"";"Available to Loan";0;"Power Cable D";"";"";"";"";"";"";1674;"";825
"A201142";"SWIC-Supported GIS Laptop";"T440
";0;"";"";"";0;"A201142";"";"Retired/Out of Service";0;"";"";"";"";"";"";"DOS";1003;"";826
"853-A70408-001";"Cables (Provide part number)";"Power Cable G";8;"";"";"";0;"";"";"Available to Loan";0;"Power Cable G";"";"";"";"";"";"";1676;"";827
"A3000001";"SWIC-Supported GIS Laptop";"T460 ";0;"";"";"";0;"A3000001";"";"Unavailable to Loan";1;"";"";"";"";"";"Joshua Nelson <59145967.z38u>";"Assembly";473;"";828
"A201474";"SWIC-Supported GIS Laptop";"T440";0;"";"";"";0;"A201474";"";"Unavailable to Loan";1;"";"";"";"";"";"Brett Irwin <60538994.cupz>";"Final Test";505;"";829
"A3000006";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A3000006";"";"Available to Loan";0;"";"";"";"";"";"";"";1447;"PC0LFZN8";830
"853-A70628-000";"Cables (Provide part number)";"UPS Control Power";3;"";"";"";0;"";"";"Available to Loan";0;"UPS Control Power";"";"";"";"";"";"";1689;"";831
"A3000008";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A3000008";"";"Unavailable to Loan";1;"";"";"Mustafa Alsarray <60555808.bqwd>";"";"";"";"";832;"pc0lfznx";832
"853-A70751-001";"Cables (Provide part number)";"VDP Power Cable";2;"";"";"";0;"";"";"Available to Loan";0;"VDP Power Cable";"";"";"";"";"";"";1685;"";833
"A201562";"SWIC-Supported GIS Laptop";"in GIS - Old GIS loaner laptop no 2019 cert";0;"";"";"";0;"A201562";"";"In GIS for Repair";0;"";"";"";"";"";"";"";955;"";834
"853-A71173-001";"Cables (Provide part number)";"Power Cable A";3;"";"";"";0;"";"";"Available to Loan";0;"Power Cable A";"";"";"";"";"";"";1671;"";835
"A3000009";"SWIC-Supported GIS Laptop";"T460
Turned into security by Mike Kaneaster (retired). Needs to be re-imaged and returned to SWIC.";0;"";"";"";0;"A3000009";"";"In GIS for Repair";1;"";"";"";"";"";"";"Final Test";625;"";836
"A201582";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A201582";"";"Unavailable to Loan";1;"";"James Kubess <60341815.bap2>";"";"";"";"";"Assembly";459;"";837
"853-A71256-000";"Cables (Provide part number)";"Power Cable E";0;"";"";"";0;"";"";"Unavailable to Loan";0;"Power Cable E";"";"";"";"";"";"";1675;"";838
"A201601";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A201601";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1652;"";839
"853-A71256-001";"Cables (Provide part number)";"Striker Carbide Specific";1;"";"";"";0;"";"";"Available to Loan";0;"STRK Carbide Specific";"";"";"";"";"";"";1691;"";840
"A201628";"SWIC-Supported GIS Laptop";"T440
e-cycled";0;"";"";"";0;"A201628";"";"Retired/Out of Service";0;"";"";"";"";"";"";"Final Test";800;"";841
"853-A71270-000";"Cables (Provide part number)";"Power Cable H2";9;"";"";"";0;"";"";"Available to Loan";0;"Power Cable H2";"";"";"";"";"";"";1679;"";842
"853-A79266-001";"Cables (Provide part number)";"Power Cable E SABRE";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";2248;"";843
"A201735";"SWIC-Supported GIS Laptop";"T440";0;"";"";"";0;"A201735";"";"Missing/Lost";0;"";"";"";"";"";"";"Final Test";507;"";844
"853-A80373-001";"Other (Please describe)";"RF Rack Conversion Cables";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2135;"";845
"A201807";"SWIC-Supported GIS Laptop";"T440
Formally 07N";0;"";"";"";0;"A201807";"";"Retired/Out of Service";0;"";"";"";"";"";"";"Final Test";508;"";846
"78 Pin Breakout Cable";"Cables- Breakout";"";0;"";"2165751C";"66T";0;"";"2165751C";"Unavailable to Loan";0;"";"";"";"";"";"";"";297;"";847
"853-A85009-001";"Other (Please describe)";"D-15 (2/12)";0;"";"";"";0;"";"";"Unavailable to Loan";0;"853-A85009-001";"";"";"";"";"";"";1999;"";848
"78 Pin Breakout Cable #2";"Cables- Breakout";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1042;"";849
"857-268480-001";"Other (Please describe)";"Continuity Tester";6;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2200;"";850
"857-344936-001";"Other (Please describe)";"Ampule Level Sensor";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";2137;"";851
"857-A39643-001";"Other (Please describe)";"Kit, Chamber, Testing, EBR";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2205;"";852
"A3000068";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A3000068";"";"Unavailable to Loan";1;"";"";"";"";"";"";"Final Test";633;"";853
"A3000069";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A3000069";"";"Unavailable to Loan";1;"";"";"";"Tallen Stewart <58782499.crxe>";"";"";"Assembly";826;"T460";854
"857-A74723-001";"Cables (Provide part number)";"VXP Specific";10;"";"";"";0;"";"";"Available to Loan";0;"VXP Specific";"";"";"";"";"";"";1693;"";855
"A3000071";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A3000071";"";"Available to Loan";1;"";"";"";"";"";"";"Final Test";634;"";856
"857-A74725-001";"Cables (Provide part number)";"VXT Specific";2;"";"";"";0;"";"";"Available to Loan";0;"VXT Specific";"";"";"";"";"";"";1690;"";857
"A3000072";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A3000072";"";"Unavailable to Loan";1;"";"Paul Duong <61776127.d5ui>";"";"";"";"";"Final Test";449;"";858
"857-A74729-001";"Cables (Provide part number)";"Power Cable B";12;"";"";"";0;"";"";"Available to Loan";0;"Power Cable B";"";"";"";"";"";"";1672;"";859
"A3000073";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A3000073";"";"Available to Loan";1;"";"";"";"";"";"";"Assembly";470;"";860
"857-A74756-001";"Cables (Provide part number)";"VDP Power Cable";5;"";"";"";0;"";"";"Available to Loan";0;"VDP Power Cable";"";"";"";"";"";"";1684;"";861
"A3000085";"SWIC-Supported GIS Laptop";"T460

In SWIC cage ";0;"";"";"";0;"A3000085";"";"Unavailable to Loan";1;"";"";"";"";"";"Tallen Stewart <58782499.crxe>";"";1234;"";862
"A3000011";"SWIC-Supported GIS Laptop";"T460 Pre ship";1;"";"";"";0;"A3000011";"";"Available to Loan";1;"";"";"";"";"";"";"Assembly";437;"";863
"A3000107";"SWIC-Supported GIS Laptop";"P50";1;"";"";"";0;"A3000107";"";"Available to Loan";1;"";"";"";"";"";"";"Final Test";636;"";864
"A3000014";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A3000014";"";"Available to Loan";1;"";"";"";"";"";"";"Final Test";626;"";865
"857-A74757-001";"Cables (Provide part number)";"VDP Pig Tail";2;"";"";"";0;"";"";"Available to Loan";0;"VDP Pig Tail";"";"";"";"";"";"";1687;"";866
"A3000108";"SWIC-Supported GIS Laptop";"P50";0;"";"";"";0;"A3000108";"";"Unavailable to Loan";1;"";"";"";"";"";"Terefe Demisse <58394913.cvdg>";"Final Test";637;"";867
"A3000019";"SWIC-Supported GIS Laptop";"screen smashed";0;"";"";"";0;"A3000019";"";"Retired/Out of Service";0;"";"";"";"";"";"";"Assembly";1378;"PC0LFZMR";868
"A3000123";"SWIC-Supported GIS Laptop";"loaned to chris Lauren for thermal imaging scan stations";0;"";"";"";0;"A3000123";"";"Missing/Lost";0;"";"Christopher Lauren <60340301.bkj5>";"";"";"";"";"Assembly";833;"T460";869
"A300016";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A300016";"";"Unavailable to Loan";1;"";"Justin VanHandel <60561226.zupr>";"";"";"";"";"Assembly";455;"";870
